wavelength_nm,port_1_db,port_2_db,port_3_db,port_4_db,port_5_db,port_6_db,port_7_db,port_8_db,port_9_db,port_10_db,port_11_db,port_12_db,port_13_db,port_14_db,port_15_db,port_16_db
1530.2,-9.703968116352002,-6.671019394735433,-18.66715669613292,-15.634207974516352,-7.940737989064113,-4.907789267447545,-16.903926568845034,-13.870977847228465,-23.49450026349794,-20.46155154188137,-32.45768884327886,-29.424740121662293,-21.731270136210053,-18.698321414593487,-30.694458715990972,-27.661509994374406
1530.3375,-9.547856368320865,-6.435107792799963,-18.276132656106288,-15.163384080585384,-8.090031289178773,-4.977282713657872,-16.818307576964195,-13.705559001443294,-25.009292570137944,-21.89654399461704,-33.737568857923364,-30.624820282402464,-23.551467490995854,-20.43871891547495,-32.279743778781274,-29.166995203260374
1530.475,-9.409895868894631,-6.21710900865951,-17.90805450003207,-14.715267639796947,-8.255646041580555,-5.0628591813454324,-16.75380467271799,-13.56101781248287,-26.9146363643048,-23.72184950406968,-35.41279499544223,-32.22000813520712,-25.760386536990723,-22.567599676755602,-34.25854516812816,-31.065758307893038
1530.6125,-9.289731987180623,-6.016660927013968,-17.5623105761721,-14.289239516005445,-8.437607815377763,-5.164536755211108,-16.71018640436924,-13.437115344202583,-29.44203203743623,-26.168960977269577,-37.71461062642771,-34.44153956626105,-28.58990786563337,-25.316836805466714,-36.86248645462485,-33.589415394458186
1530.75,-9.187054891668332,-5.833446126525952,-17.238351543263445,-13.884742778121062,-8.635978050384468,-5.282369285242088,-16.68727470197958,-13.333665936837198,-33.133271419991274,-29.7796626548489,-41.184568071586384,-37.83095930644401,-32.582194578707416,-29.228585813565036,-40.633491230302525,-37.27988246516014
1530.8875,-9.101597084413955,-5.667189409928122,-16.93568629485786,-13.501278620372029,-8.850853928470196,-5.416446253984364,-16.684943138914104,-13.250535464428271,-39.89209509866041,-36.45768742417458,-47.726184309104326,-44.291776634618486,-39.64135194271665,-36.20694426823083,-47.47544115316056,-44.04103347867473
1531.025,-9.03313137366938,-5.5176557724525646,-16.65387850064813,-13.138402899431314,-9.08236858504791,-5.566892983831093,-16.70311571202666,-13.187640110809845,-53.96350203392279,-50.44802643270597,-60.0,-58.06877355968473,-54.01273924530132,-50.4972636440845,-60.0,-58.11801077106325
1531.1625,-8.98146924901887,-5.3846487726386405,-16.39254370550805,-12.79572322912782,-9.330691658789632,-5.733871182409401,-16.741766115278814,-13.144945638898582,-36.893373295277115,-33.296552818896885,-44.30444775176629,-40.707627275386066,-37.242595705047876,-33.645775228667645,-44.65367016153706,-41.05684968515683
1531.3,-8.946459631749157,-5.268009278237239,-16.151346939111452,-12.472896585599534,-9.596030184549896,-5.917579831037978,-16.800917491912188,-13.122467138400271,-31.46212439714048,-27.783674043628565,-38.66701170450278,-34.98856135099086,-32.111694949941224,-28.433244596429304,-39.316582257303516,-35.638131903791596
1531.4375,-8.927987980998962,-5.1676145677529135,-15.93000079972261,-12.169627386476563,-9.878629841407559,-6.11825642816151,-16.88064266013121,-13.120269246885158,-28.126601590995335,-24.366228177749285,-35.128614409718985,-31.368240996472938,-29.07724345140393,-25.316870038157884,-36.07925627012758,-32.31888285688153
1531.575,-8.925975743486658,-5.08337777541453,-15.72826398541839,-11.885666017346262,-10.1787765749826,-6.336178606910471,-16.981064816914333,-13.138466848842203,-25.714525995392957,-21.87192802732083,-32.516814237324695,-28.674216269252565,-26.9673268268889,-23.12472885881677,-33.769615068820634,-29.927017100748504
1531.7125,-8.940380141564917,-5.015247674315265,-15.545940254989375,-11.62080778773972,-10.49679862097232,-6.571666153722667,-17.102358734396777,-13.177226267147123,-23.82770610207123,-19.902573634821575,-30.43326621549568,-26.50813374824603,-25.384124581478634,-21.458992114228977,-31.989684694903087,-28.064552227653433
1531.85,-8.971194301235284,-4.963208799349964,-15.382877809375417,-11.374892307490096,-10.833068965457018,-6.825083463571699,-17.24475247359715,-13.23676697171183,-22.28205576952886,-18.27407026764354,-28.693739277668993,-24.685753775783674,-24.143930433750597,-20.135944931865275,-30.555613941890726,-26.547628440005404
1531.9875,-9.018447728819885,-4.927281918634575,-15.23896909298999,-11.147803282804677,-11.188008287321034,-7.096842477135725,-17.408529651491136,-13.317363841305829,-20.977166653990665,-16.886000843805355,-27.19768801816077,-23.10652220797546,-23.146727212491815,-19.055561402306505,-29.36724857666192,-25.276082766476613
1532.125,-9.08220715248743,-4.907524869600884,-15.114151023040701,-10.939468740154156,-11.562088439403539,-7.387406156516994,-17.59403230995681,-13.419350027070267,-19.852190583280272,-15.677508300393725,-25.884134453833543,-21.709452170946996,-22.332071870196376,-18.157389587309833,-28.364015740749654,-24.189333457863107
