wavelength_nm,port_1_db,port_2_db,port_3_db,port_4_db,port_5_db,port_6_db,port_7_db,port_8_db
1270.8,-5.344492156680535,-24.140523358417703,-17.279936658687355,-12.755399503616637,-15.202451954595515,-17.87446064761018,-19.73425338812463,-2.4019929461051555
1270.9,-4.869374056903423,-24.017236558830227,-17.078154416874018,-12.732518261017482,-14.848897822284727,-17.686033369625896,-19.464047591278117,-2.7070663188989084
1271.0,-4.425960286343338,-23.940078518530115,-16.922659081039985,-12.75420848319631,-14.550153948718359,-17.55338654443983,-19.25100956335775,-3.034867646896777
1271.1,-4.011904631939452,-23.90797141371374,-16.81234811538142,-12.819457393227776,-14.303521738641432,-17.473888228622098,-19.092314742343518,-3.386620195730305
1271.2,-3.6251921401532288,-23.92034212818438,-16.746624118746027,-12.92775383852453,-14.107104770745655,-17.44571058873464,-18.98597958271615,-3.7637237497971965
1271.3,-3.264081468254493,-23.97709775472387,-16.725370262937005,-13.079063983547602,-13.959712056112007,-17.46773331960886,-18.930755732455257,-4.167786825144272
1271.4,-2.9270595022830475,-24.07862168161639,-16.748946320142565,-13.273827573237957,-13.860800793059449,-17.539486569364115,-18.926066361280537,-4.6006669601979
1271.5,-2.6128052481807225,-24.22578990865235,-16.818204923320362,-13.512974412770934,-13.810452379104923,-17.661127132952814,-18.97197755650255,-5.064521620766424
1271.6,-2.32016082365071,-24.42000908860333,-16.934529555082058,-13.79796256076814,-13.809379156858155,-17.833445392249136,-19.069201714354072,-5.561873240412431
1271.7,-2.04810795180233,-24.66327988180246,-17.09989785230912,-14.130841824632782,-13.858962618580364,-18.05790372873768,-19.21913328679007,-6.095693364337761
1271.8,-1.7957487645846346,-24.958291899858814,-17.316976502172093,-14.514348834958756,-13.961327175555358,-18.336710516407777,-19.42392074284134,-6.669513033874503
1271.9,-1.562290016866259,-25.30856031328041,-17.589257803993398,-14.952043774631496,-14.119457753619844,-18.67293795784722,-19.68658283567344,-7.287569872141231
1272.0,-1.347030025701833,-25.718619934166355,-17.92125370782064,-15.448504574529613,-14.33737527536719,-19.07069782585812,-20.011183116868253,-7.955007549997949
1272.1,-1.1493478070519942,-26.19430168993447,-18.318772245399998,-16.00960349248059,-14.620392924939852,-19.53539800855236,-20.403085509626578,-8.67815173538245
1272.2,-0.9686940000762583,-26.743131483821706,-18.789316349032493,-16.6429060718267,-14.975490416694559,-20.074117081493487,-20.86932810198574,-9.464900658584298
1272.3,-0.8045832581151466,-27.374917473603197,-19.34267108952979,-17.358258511603463,-15.411867919982264,-20.696158561676725,-21.419176768989125,-10.325292641409405
1272.4,-0.6565878533316784,-28.102638797714874,-19.99179236222366,-18.168676478034115,-15.941785010567735,-21.413890216778057,-22.064963963128452,-11.272356497665971
1272.5,-0.5243322943467134,-28.94383800128783,-20.754199273343907,-19.0917376102973,-16.58187237251871,-22.244056156723833,-22.82340037444683,-12.323432947169051
1272.6,-0.4074887968468402,-29.92289912761223,-21.654252192071883,-20.151859686520346,-17.355268484246487,-23.209913944973106,-23.717711678107413,-13.50231960632534
1272.7,-0.30577347917171205,-31.07498219167966,-22.727087184737794,-21.384235167021146,-18.295285964171605,-24.344901409137787,-24.781305033943543,-14.842944492336347
1272.8,-0.2189431802501561,-32.45330347933799,-24.025896274514608,-22.842111558681104,-19.452135264925126,-25.699360844588746,-26.064493019803802,-16.396095939703727
1272.9,-0.14679281760899188,-34.14388298032927,-25.636674834691917,-24.611538909045287,-20.90637837443344,-27.353993274817363,-27.64794765304815,-18.24288175724344
1273.0,-0.08915321973429403,-36.299374268374585,-27.712051428531936,-26.84519974359263,-22.799255963769923,-29.45018621457631,-29.673027938622212,-20.525061204264393
1273.1,-0.04588938063791334,-39.232321816886156,-30.564545084101198,-29.85566643503105,-25.414063830528406,-32.27139079165083,-32.423156793273364,-23.52642574943651
1273.2,-0.016899095874671654,-43.765261077838424,-35.01666533144884,-34.46550133238304,-29.467053139737033,-36.534022737371956,-36.614721850723065,-27.963703210211715
1273.3,-0.0021119489242361414,-53.94196963440358,-45.112163312553555,-44.718507960688704,-38.05469897257613,-45.33473176549932,-45.344344662803806,-36.9338298643128
1273.4,-0.0014886252964793093,-52.126461116106874,-43.21502565261703,-42.97872498028599,-40.28022463575178,-47.776926803135645,-47.715405756074986,-39.540478056003124
1273.5,-0.015020539270184373,-43.16217519557682,-34.16866441160174,-34.08961622491566,-29.653906470351888,-37.37108182500257,-37.23835029138875,-29.294364097060278
1273.6,-0.04272976514188515,-38.870694544367375,-29.79463399330563,-29.872787696315783,-24.86473084311715,-32.8063939885969,-32.60234602016936,-24.884908200031674
1273.7,-0.0846692715262262,-36.0411788120617,-26.882065075969024,-27.117421579632413,-21.6968576475048,-29.867248414574338,-29.591747877981184,-22.096700821027998
1273.8,-0.14092346385515886,-33.94309314635726,-24.700393081936017,-25.093004797519207,-19.31045179848719,-27.714051116208083,-27.366930715271344,-20.090336942857114
1273.9,-0.21160904702464078,-32.28895146426607,-22.962101396270715,-23.512072313157894,-17.388147671196002,-26.029695051398996,-25.61075513447918,-18.548883293805392
1274.0,-0.2968762273995815,-30.93572350744136,-21.52412836712124,-22.23161421533602,-15.775244090460944,-24.65975693186941,-24.168764063357116,-17.31807615409374
1274.1,-0.3969102813908995,-29.801868664119976,-20.304901070080753,-21.170109568166474,-14.384567240529984,-23.517362191479805,-22.954047460971438,-16.31118716536183
1274.2,-0.5119335269064779,-28.836531595823125,-19.253530874429835,-20.276722063679916,-13.16209518363754,-22.548811841183696,-21.91286887750701,-15.474650880462379
1274.3,-0.6422077445460097,-28.005909098179544,-18.336180240352004,-19.517666906736558,-12.072009294463577,-21.71863656407641,-21.00971921374528,-14.773119413298527
1274.4,-0.7880371079456283,-27.286447143840377,-17.529259694799546,-18.869407880290726,-11.089325986620942,-21.002231482369993,-20.21995110292036,-14.182097623335025
1274.5,-0.9497716978320975,-26.661134515896276,-16.815721394098915,-18.314950999482743,-10.195917811057102,-20.38188074338722,-19.52580305092274,-13.683967981071362
1274.6,-1.1278116928751145,-26.117343138418157,-16.182899379582484,-17.841684861223083,-9.378209562307767,-19.84445764195766,-18.914099038560813,-13.265690827099093
1274.7,-1.322612353455288,-25.645501227385196,-15.621182649130974,-17.44005381257938,-8.62576849952007,-19.380019485479718,-18.37484277515012,-12.91739922179074
1274.8,-1.5346899432820946,-25.238242765180118,-15.12316454741455,-17.10270744116938,-7.930402072899793,-18.980910714060236,-17.900320094575136,-12.631501883502898
1274.9,-1.7646287703915116,-24.889843356921922,-14.683078532654628,-16.823936445858813,-7.285558539259192,-18.64116980970065,-17.48450500091047,-12.402089728308404
1275.0,-2.013089575801807,-24.59583576648599,-14.296413617286257,-16.59928818562012,-6.685916072406056,-18.356125786852452,-17.1226551217018,-12.224531774516418
1275.1,-2.2808195585808817,-24.352742516491453,-13.959646866275612,-16.42529929083582,-6.127093412529798,-18.122117541865236,-16.811029802459263,-12.095193650084513
1275.2,-2.5686644049709035,-24.157887471170266,-13.670054871433004,-16.299307255953465,-5.605441306211702,-17.936295606958634,-16.54669033101435,-12.011238195579448
1275.3,-2.877582793194118,-24.009262584128383,-13.425580383108983,-16.219317195478958,-5.117889090849282,-17.79648103583103,-16.327356944342032,-11.970482818810623
1275.4,-3.2086639841591813,-23.90543462818747,-13.224738915763194,-16.183908580471943,-4.661829802865668,-17.701065278450102,-16.15130637698239,-11.97129736341277
1275.5,-3.563149294899384,-23.84548217214963,-13.066555591497124,-16.192172220333447,-4.235032757735831,-17.64894061099894,-16.017299385754054,-12.012531928822911
1275.6,-3.9424585061586175,-23.828956672522857,-12.950526088737107,-16.243671357875705,-3.8355760831136605,-17.63945440890395,-15.924531361562707,-12.093467754942138
1275.7,-4.348222606954128,-23.855864084329163,-12.876598099271469,-16.338423281715123,-3.461793985041823,-17.672383106907894,-15.872601630506654,-12.21378677585928
1275.8,-4.782324771209446,-23.926665344094253,-12.845171645704095,-16.4768998090045,-3.112235056163854,-17.747923574983787,-15.86149883878203,-12.373557239115314
1275.9,-5.246952161216014,-24.042295768751615,-12.85711830191677,-16.660046682129142,-2.7856289726582246,-17.866701175318493,-15.891601217962766,-12.573234188835897
1276.0,-5.744662163842474,-24.204205111586006,-12.913821056399348,-16.889323620362468,-2.480859643862016,-18.02979519228099,-15.963691755533148,-12.813674839179214
1276.1,-6.278468153395202,-24.414421987340877,-13.017238529152262,-17.166768738459467,-2.196943382526727,-18.23878385738205,-16.078989527456315,-13.096170096309358
1276.2,-6.851952108587428,-24.675648957347548,-13.169999831448592,-17.495093622865113,-1.9330110232609559,-18.495813061912134,-16.239199863182517,-13.422494900564121
1276.3,-7.469414839154755,-24.991398243565058,-13.375540035573959,-17.877819034225663,-1.688293176797021,-18.803695380501523,-16.44658782806381,-13.794981874948672
1276.4,-8.136079970438155,-25.366183616620603,-13.63829179766243,-18.319466781051005,-1.4621079983756327,-19.166049707301728,-16.70408203775034,-14.216625295569312
1276.5,-8.858376557376593,-25.80579286214998,-13.963957535714005,-18.82583216854805,-1.2538509899102266,-19.587497440629985,-17.015419559717355,-14.691226140101092
1276.6,-9.64433976160657,-26.3176798940571,-14.359901228909521,-19.40437609092779,-1.0629864616017763,-20.073940153334583,-17.38534844193991,-15.223594755185415
1276.7,-10.504194228456418,-26.91154086383234,-14.835724184568113,-20.06480111594337,-0.889040359094867,-20.632958636055122,-17.81991370516993,-15.81983697998016
1276.8,-11.451230280307739,-27.600184153860965,-15.404134657494042,-20.819921449164625,-0.7315942237515578,-21.27439903718006,-18.326868140009335,-16.48776506779708
1276.9,-12.503169222856327,-28.400890368427014,-16.082307431835854,-21.687022891185933,-0.5902801012383453,-22.01125846527036,-18.916276141189957,-17.237501638889754
1277.0,-13.684387139474975,-29.33763155027968,-16.89410258924943,-22.6900820150532,-0.46477625074239404,-22.86107093583948,-19.601427532435768,-18.082393618385787
1277.1,-15.029739506759165,-30.444891836374918,-17.873885672351587,-23.863586776840062,-0.3548035364209223,-23.84817271762545,-20.400271165058086,-19.040445943075234
1277.2,-16.591605986164033,-31.77470881020546,-19.073568495597588,-25.259577815996813,-0.26012240598556996,-25.007611217067833,-21.337765801635765,-20.13667254893868
1277.3,-18.454081050931876,-33.41086112992652,-20.576796176768287,-26.961836023750916,-0.18053038008897904,-26.39237056239516,-22.449953831403732,-21.40717018652115
1277.4,-20.765279242906377,-35.50117116084231,-22.53124911071783,-29.11818510704658,-0.11585999144014666,-28.087989614494475,-23.791533434010606,-22.90669068128304
1277.5,-23.82536192235955,-38.34552942064148,-25.23666668584792,-32.028515955138104,-0.06597712519407992,-30.246036503070073,-25.451292634594548,-24.724075082299436
1277.6,-28.410091142157803,-42.719446423062315,-29.468398319847154,-36.46833839302795,-0.03077972272027118,-33.176140392024166,-27.58782937518035,-27.01797382472766
1277.7,-38.118480991164546,-52.22170222667455,-38.82505211082923,-46.03643062667588,-0.010196819894174657,-37.68980588643338,-30.529387600491326,-30.116682904525348
1277.8,-38.24820299825291,-52.14975024802227,-38.60389765089134,-46.03024293713909,-0.0041878989516828564,-47.722249510909485,-35.15837767672383,-34.90266438433342
1277.9,-28.89045766657494,-42.5945873816094,-28.895735030341584,-36.54076766366061,-0.012742540034849438,-46.324080635731505,-46.152379987196184,-46.05355007481255
1278.0,-24.6387559166303,-38.14953418228506,-24.293673771593166,-32.16131922831159,-0.0358803651291367,-37.24925480851596,-42.15641356857054,-42.21441025545781
1278.1,-21.910078374345915,-35.23139302662147,-21.21428958989124,-29.308692115272365,-0.07365127338372376,-32.94143083033988,-33.69752604384962,-33.9123436914564
1278.2,-19.930796393397962,-33.066368125796664,-18.88354283060181,-27.209080673039345,-0.12613597306909838,-30.110200194225776,-29.47561762543241,-29.84730172019528
1278.3,-18.401630316204574,-31.35502288006418,-17.001734046269192,-25.56303622455557,-0.1934468218802982,-28.015492803254332,-26.644555476001322,-27.17320269552291
1278.4,-17.175068172518056,-29.949697761381717,-15.420919868181869,-24.222884665691197,-0.27572899420380864,-26.367184740928224,-24.52007667835977,-25.205835041230515
1278.5,-16.167535884825387,-28.7666797827885,-14.057080193239873,-23.104895603176345,-0.3731620015686292,-25.021237727439384,-22.827829133581723,-23.67089823342424
1278.6,-15.327152305506305,-27.753956870232507,-12.857869956635197,-22.157036338566346,-0.4859616011695745,-23.895653885126254,-21.429956097417097,-22.43058742209916
1278.7,-14.619563164072273,-26.877051207202612,-11.788449506562294,-21.344804757372742,-0.6143821373767205,-22.939350144324223,-20.247381821218568,-21.405879158498784
1278.8,-14.020909220860048,-26.111986841555566,-10.824448805035509,-20.64419639892106,-0.7587193730899047,-22.11840604962321,-19.23058756201691,-20.547307493261165
1278.9,-13.51401036314969,-25.441473284437546,-9.948147105615577,-20.03788741966111,-0.9193138821645902,-21.409209766156422,-18.34656978310721,-19.821922267074527
1279.0,-13.086149022068312,-24.852688474348497,-9.146251384737802,-19.513016801534558,-1.0965550917230902,-20.794727503637827,-17.57229388295216,-19.206742932026188
1279.1,-12.727711771916258,-24.335919963310182,-8.408532265530415,-19.059826635425576,-1.2908860849666113,-20.262331551180147,-16.891112248627635,-18.685176700280625
1279.2,-12.431320366937298,-23.883695576065563,-7.726948539533839,-18.670791696540423,-1.5028093023673823,-19.80246695486438,-16.290670469940885,-18.24492485663044
1279.3,-12.191256335573286,-23.490207658729965,-7.095064222186814,-18.34004238472325,-1.73289331364149,-19.407797617480515,-15.761618175274052,-17.87669369642406
1279.4,-12.003069364263766,-23.150921145757973,-6.507648145392027,-18.0629712028423,-1.9817808769863383,-19.07264057833318,-15.296781731391826,-17.573367331586955
1279.5,-11.863305185538177,-22.862301157151663,-5.960391515257327,-17.83595841304738,-2.250198558907452,-18.792581126225357,-14.890615607414006,-17.32945916544055
1279.6,-11.769313936083348,-22.62162108907303,-5.449704038152621,-17.65617773992455,-2.5389682620211977,-18.56420581325174,-14.538829261169777,-17.14073889509425
1279.7,-11.71911459770639,-22.426826808563153,-4.972563765339829,-17.521457607220196,-2.8490211055595482,-18.384915152059516,-14.238128963469245,-17.00397445752329
1279.8,-11.71129998229637,-22.276441411474572,-4.526404520966621,-17.43018220222409,-3.181414232759506,-18.252792155022036,-13.986037753278273,-16.916752112969135
1279.9,-11.74497228979761,-22.169500570860002,-4.109030166152992,-17.381222173131835,-3.537351293205429,-18.16651159344596,-13.780770613352086,-16.877351755909974
1280.0,-11.819702938570419,-22.1055121736102,-3.718548376934192,-17.37388835528849,-3.918207584633554,-18.125280380889922,-13.62115044333832,-16.88466303136817
1280.1,-11.935512937816899,-22.08443651359535,-3.3533188455782574,-17.407904378753905,-4.3255611642633465,-18.12880317610263,-13.506555850596737,-16.93813327763526
1280.2,-12.092872032024328,-22.1066852699914,-3.0119123015892804,-17.483395805357024,-4.761231694054958,-18.17726995061166,-13.436895495877774,-17.037742033464202
1280.3,-12.292716529929432,-22.173139182151314,-2.693077759109001,-17.600894884151785,-5.22732942784759,-18.271364373064365,-13.412606505771958,-17.18399962263964
1280.4,-12.536487399412037,-22.28518600139513,-2.3957160965985573,-17.761361321561534,-5.726317674708138,-18.41229378405451,-13.434676813140596,-17.37796967824647
1280.5,-12.826192125716755,-22.4447822161935,-2.1188585665527304,-17.96622082757065,-6.261093429978439,-18.60184358146125,-13.50469361285793,-17.621317795180975
1280.6,-13.164496314768478,-22.654544531671288,-1.8616491842211824,-18.217424826309504,-6.835092893026963,-18.842461348811096,-13.62492281931278,-17.91639119870584
1280.7,-13.554854543291537,-22.917880604379043,-1.6233301986332425,-18.51753687354213,-7.45243168570785,-19.137379500623776,-13.798427980248547,-18.266337885135584
1280.8,-14.001695266741965,-23.2391738426644,-1.4032300357732548,-18.86985439992572,-8.118094425112973,-19.490790309238463,-14.029242279427008,-18.675278868798387
1280.9,-14.510682994319378,-23.6240454812747,-1.2007532421481424,-19.27857903838364,-8.838196079526622,-19.908095136917552,-14.322615280997793,-19.148555190040263
1281.0,-15.08909478228189,-24.07973098086312,-1.0153720609360841,-19.749056096597922,-9.62035041605125,-20.39626271321016,-14.685369127980048,-19.693084398747555
1281.1,-15.746371852436123,-24.6156315587452,-0.846619351656761,-20.288115678714792,-10.47420294245332,-20.96435349400997,-15.12642113474358,-20.31788345563133
1281.2,-16.494949718375935,-25.244144233018183,-0.6940826246973109,-20.904568254004154,-11.412225204814161,-21.62430667543276,-15.657569272573086,-21.034854552979745
1281.3,-17.35155034633366,-25.98195390648116,-0.5573990087049258,-21.609943408701685,-12.450941170921308,-22.39216036333437,-16.294710991509202,-21.860004301033094
1281.4,-18.339279662961687,-26.852130802278342,-0.4362510053043901,-22.419627210897133,-13.612902639086988,-23.29002165482119,-17.059812089248002,-22.815412994118937
1281.5,-19.49121507339747,-27.887717914272145,-0.33036291435619547,-23.35468433590933,-14.930040125035095,-24.349412936721436,-17.984251895406434,-23.932580228625522
1281.6,-20.85696179071098,-29.138287272911597,-0.23949783582473566,-24.44492460283801,-16.449727490117986,-25.61733254449029,-19.11488288449825,-25.258484990465515
1281.7,-22.515716308374046,-30.6830033579457,-0.16345517274474072,-25.734393548968853,-18.246717146021215,-27.168186519005797,-20.525961429760592,-26.86751692903998
1281.8,-24.605546515905054,-32.65990315785527,-0.10206857472949622,-27.292021513040506,-20.44944189312006,-29.130087438212627,-22.34544565290182,-28.887774778352174
1281.9,-27.40128937230386,-35.34379379037282,-0.055204273815970116,-29.23461799692069,-23.308233424659157,-31.75307028963021,-24.823210316313514,-31.56928187816905
1282.0,-31.588830167484808,-39.420531714065994,-0.02275977476169168,-31.784722712409426,-27.42510893320922,-35.638876765296956,-28.560830121384665,-35.513770166166566
1282.1,-40.02641019415857,-47.74833035322218,-0.004662870710443613,-35.45562587751191,-35.07024679532952,-43.05742890933935,-35.82805232601961,-42.99115356254778
1282.2,-43.902097535558376,-51.51523084124125,-0.0008709628068353862,-41.98971322871758,-44.00502962430886,-51.76987036975389,-44.385836916101994,-51.76256899152971
1282.3,-32.899348384306805,-40.40466329764505,-0.011370669179674737,-60.0,-30.67694886528593,-38.22346939647754,-30.68125845578818,-38.275279175773036
1282.4,-28.231296612049874,-35.62973635817102,-0.036177715015678125,-40.12423124666824,-25.822737365592964,-33.15474999140053,-25.45063600424323,-33.26580360431904
1282.5,-25.245918773096165,-32.53840214103179,-0.07533710143374392,-34.58062913583106,-22.857618588146316,-29.97873985507131,-22.10877972410458,-30.149166314409367
1282.6,-23.063080091006277,-30.250502198146254,-0.12892355677763556,-31.262879435285104,-20.757213713703187,-27.67087635628197,-19.630895386409797,-27.900801709535102
1282.7,-21.35512855005073,-28.438361573129463,-0.1970422799852441,-28.907739767418708,-19.15805529723899,-25.86751917301268,-17.653095396375534,-26.157067058742793
1282.8,-19.963691611945368,-26.943585486328693,-0.2798299920927563,-27.09710619627151,-17.88868149908496,-24.39704361099277,-16.00349031881834,-24.74633568026445
1282.9,-18.800088114624124,-25.677471203554866,-0.37745631893483844,-25.640152894952447,-16.85453426932702,-23.164737966011316,-14.587084237642491,-23.573894172556628
1283.0,-17.80967912339269,-24.585358858748393,-0.4901255359925598,-24.433692806092925,-15.997975150829323,-22.112818584663977,-13.345787567082656,-22.581957344418292
1283.1,-16.95645976687568,-23.631223262895894,-0.6180787154488941,-23.41564351965504,-15.281330865808446,-21.203474779222038,-12.241459426828193,-21.73271299677125
1283.2,-16.21549830953213,-22.790112950882126,-0.7615963262506611,-22.54580146126941,-14.67868458527564,-20.41065948791568,-11.247695420621532,-21.00011244408481
1283.3,-15.56886806914794,-22.04408207460656,-0.9210013508450126,-21.796699933360273,-14.171503224696922,-19.715716017003857,-10.345451092907538,-20.365497108152567
1283.4,-15.003299782193292,-21.379842745167288,-1.0966629979472602,-21.148804053954017,-13.746133442485808,-19.104873535130945,-9.520533659625187,-19.815093850547218
1283.5,-14.50875018115906,-20.787333588165687,-1.289001109981872,-20.5877876857449,-13.392284178048769,-18.567729151372916,-8.762079754425752,-19.33849687024405
1283.6,-14.077489871979928,-20.25880760016086,-1.4984913879437813,-20.1028971099526,-13.10206439225528,-18.096285235136484,-8.061587738514707,-18.927704818693197
1283.7,-13.703501037444461,-19.78822983211898,-1.7256715867050763,-19.68592082498512,-12.869350066501706,-17.684316029971026,-7.412278491205947,-18.576487177177555
1283.8,-13.382068197340972,-19.370868130548608,-1.971148872329069,-19.330516240874783,-12.689355275532998,-17.326938372821346,-6.808659325855091,-18.27995469899117
1283.9,-13.109493924554844,-19.003008835474493,-2.235608582432029,-19.03175635336171,-12.558334683242887,-17.02031386470983,-6.24621816940408,-18.03426125106194
1284.0,-12.882898291098803,-18.681756209194965,-2.519824694650326,-18.785817533929983,-12.473373645952641,-16.761438674525607,-5.721203926713808,-17.83639322212164
1284.1,-12.700076327162655,-18.404889878845324,-2.82467239218167,-18.589761213915217,-12.43223865550845,-16.54799370569865,-5.230465430090071,-17.684019208324003
1284.2,-12.559397093345135,-18.170763892900514,-3.15114322607984,-18.441380304454263,-12.433270738474679,-16.37823773981099,-4.771331168336808,-17.575382565572188
1284.3,-12.459733787157553,-17.978236812655222,-3.5003635220445366,-18.339091952003358,-12.47531056023111,-16.25093230392453,-4.341518002304011,-17.50922554244615
1284.4,-12.400418100570239,-17.826626055415392,-3.873616879346499,-18.28186491133689,-12.55764794224412,-16.165290968101836,-3.939060872646759,-17.484737656018126
1284.5,-12.381214655541735,-17.715682316310893,-4.272371882880354,-18.26917416887353,-12.679991180520783,-16.120948459529775,-3.562257967118676,-17.501523636869987
1284.6,-12.40231327616992,-17.64558182732273,-4.698316528109073,-18.3009784600045,-12.842453484648747,-16.11794691118147,-3.209627446414689,-17.55958817846275
1284.7,-12.464338441281182,-17.616935797320902,-5.153401390631943,-18.377718594941044,-13.04555537769885,-16.156738084014258,-2.8798729316790173,-17.65933621417759
1284.8,-12.568376747566832,-17.63081786318359,-5.639894331281091,-18.50033643934415,-13.290243246575027,-16.238201751098646,-2.5718557175504926,-17.801588746384063
1284.9,-12.716024825275305,-17.688811993980334,-6.160450628941508,-18.670316303179003,-13.577925609306396,-16.363681809116436,-2.2845722079086075,-17.987615556489935
1285.0,-12.9094621399963,-17.79308528173149,-6.718204060923969,-18.889752682125717,-13.910530275842177,-16.53504329283221,-2.01713545098824,-18.219187624533124
1285.1,-13.151555832110894,-17.946492770286678,-7.316886905832435,-19.16145115081123,-14.29058768208413,-16.754755571387538,-1.7687599244334966,-18.498654017768146
1285.2,-13.446008725942221,-18.152725454341002,-7.960990631813236,-19.489073283053628,-14.721348653930598,-17.026009982411278,-1.5387489212283112,-18.82905070975977
1285.3,-13.797567778119355,-18.41651871807288,-8.655985028118033,-19.87734267935021,-15.20694932135779,-17.352884623233127,-1.3264840356633576,-19.214252804183666
1285.4,-14.21232010415066,-18.743948352382382,-9.408623300711689,-20.332339099782708,-15.752642896911082,-17.7405760129154,-1.131416359521473,-19.65918787182336
1285.5,-14.698120226771286,-19.142857794273635,-10.227377076653285,-20.861924240303324,-16.36512942800157,-18.195728733885424,-0.9530590826154473,-20.170138178947536
1285.6,-15.265220929857913,-19.62348897215779,-11.123073940739097,-21.476371456515217,-17.05303392151533,-18.72691345111771,-0.7909812559885016,-20.75517647468488
1285.7,-15.927232437726246,-20.19944147686957,-12.109862416703557,-22.1893240944091,-17.827617258998448,-19.345337726601276,-0.644802525585733,-21.42480948726486
1285.8,-16.702634976068676,-20.889185114646512,-13.206729605091905,-23.019307438543713,-18.70386715954567,-20.065936885753473,-0.5141886827944377,-22.19295709387055
1285.9,-17.617274211129985,-21.718555338643423,-14.440001101833476,-23.992223739677726,-19.702238936814275,-20.90911468173674,-0.39884790853566165,-23.07849856996358
1286.0,-18.708717562741096,-22.725109554595058,-15.8477012981949,-25.145708291558094,-20.851570392629306,-21.90365809974005,-0.29852761168478,-24.107828731874726
1286.1,-20.034428240183942,-23.96630114958274,-17.487730998664965,-26.53730338679997,-22.194267593532423,-23.091923047178874,-0.21301178186648334,-25.31933229398092
1286.2,-21.688636579885518,-25.536350822888366,-19.454742009555183,-28.26132971736908,-23.796278815335263,-24.539808214501374,-0.14211879230411878,-26.771809782167892
1286.3,-23.842089152935202,-27.60599568692198,-21.919889229241765,-30.488635678766244,-25.768384860733565,-26.358045311315422,-0.08569960122509288,-28.561954991889394
1286.4,-26.85629471755322,-30.536735213332754,-25.245079369685058,-33.58084364807924,-28.318864300569196,-28.75486422807773,-0.043636310968870246,-30.86582721546105
1286.5,-31.747532893958997,-35.34483990174743,-30.446982234597005,-38.55435911184425,-31.917257306695724,-32.19975679099274,-0.01584105296125471,-34.05941097577736
1286.6,-44.972806561425465,-48.487303670905256,-43.982985597070936,-51.86632364519134,-38.075111335979756,-38.204222369333756,-0.0022551744690622842,-39.21922058752425
1286.7,-36.36814882462724,-39.800150819291744,-35.68950456318769,-43.35292259411223,-60.0,-60.0,-0.00284870990006173,-53.82257658407801
1286.8,-28.734147586141855,-32.08396059212071,-28.36750849548215,-35.81491050549051,-37.96380302138929,-37.7862816161593,-0.017620125610014636,-43.28168840724909
1286.9,-24.65939673068312,-27.927318360229314,-24.605974537576177,-31.841063321430255,-32.11775851640277,-31.786897560674568,-0.04659633297768481,-36.08900140660503
1287.0,-21.848331289446726,-25.03465077926605,-22.109725143727204,-29.136014720617382,-28.737305638022615,-28.25302584933569,-0.08983297011500753,-32.243936626862165
1287.1,-19.69501422045908,-22.800012565045208,-20.273217285318562,-27.094044260770108,-26.38148989940813,-25.74366407242571,-0.14741495820283876,-29.62449166902374
